Image_name,UT_id,date_only(YYYY-MM-DD)
UT76-12D_11_11_12.JPG,UT76-12D,2012-11-11
UT76-12D_11_12_12.JPG,UT76-12D,2012-11-12
UT76-12D_11_13_12.JPG,UT76-12D,2012-11-13
UT76-12D_11_14_12.JPG,UT76-12D,2012-11-14
UT76-12D_11_15_12.JPG,UT76-12D,2012-11-15
UT76-12D_11_16_12.JPG,UT76-12D,2012-11-16
UT76-12D_11_17_12.JPG,UT76-12D,2012-11-17
UT76-12D_11_18_12.JPG,UT76-12D,2012-11-18
UT76-12D_11_20_12.JPG,UT76-12D,2012-11-20
UT76-12D_11_21_12.JPG,UT76-12D,2012-11-21
UT76-12D_11_22_12.JPG,UT76-12D,2012-11-22
UT76-12D_11_23_12.JPG,UT76-12D,2012-11-23
UT76-12D_11_24_12.JPG,UT76-12D,2012-11-24
UT76-12D_11_25_12.JPG,UT76-12D,2012-11-25
UT76-12D_11_26_12.JPG,UT76-12D,2012-11-26
UT76-12D_11_27_12.JPG,UT76-12D,2012-11-27
UT76-12D_11_28_12.JPG,UT76-12D,2012-11-28
UT76-12D_11_29_12.JPG,UT76-12D,2012-11-29
UT76-12D_11_30_12.JPG,UT76-12D,2012-11-30
UT76-12D_12_01_12.JPG,UT76-12D,2012-12-01
UT76-12D_12_02_12.JPG,UT76-12D,2012-12-02
UT76-12D_12_03_12.JPG,UT76-12D,2012-12-03
UT76-12D_12_04_12.JPG,UT76-12D,2012-12-04
UT76-12D_12_05_12.JPG,UT76-12D,2012-12-05
UT76-12D_12_06_12.JPG,UT76-12D,2012-12-06
UT76-12D_12_07_12.JPG,UT76-12D,2012-12-07
UT76-12D_12_11_12.JPG,UT76-12D,2012-12-11
UT76-12D_12_13_12.JPG,UT76-12D,2012-12-13
UT76-12D_12_18_12.JPG,UT76-12D,2012-12-18
UT76-12D_12_19_12.JPG,UT76-12D,2012-12-19
UT76-13D_01_01_14.JPG,UT76-13D,2014-01-01
UT76-13D_01_02_14.JPG,UT76-13D,2014-01-02
