image_name,max_date,min_date,ADD
UT01-13D_06_14_13.JPG,2013-06-14,2013-01-23,40777.53954511242
UT01-13D_06_15_13.JPG,2013-06-15,2013-01-23,41071.919936416765
UT01-13D_06_16_13.JPG,2013-06-16,2013-01-23,41366.4567697501
UT01-13D_06_17_13.JPG,2013-06-17,2013-01-23,41662.73411757618
UT01-13D_06_18_13.JPG,2013-06-18,2013-01-23,41959.01811757618
UT01-13D_06_19_13.JPG,2013-06-19,2013-01-23,42253.687062020625
UT01-13D_06_20_13.JPG,2013-06-20,2013-01-23,42549.11067740524
UT01-13D_06_22_13.JPG,2013-06-22,2013-01-23,43136.86072026238
UT01-13D_06_23_13.JPG,2013-06-23,2013-01-23,43432.74910487777
UT01-13D_06_30_13.JPG,2013-06-30,2013-01-23,45510.757365095764
UT01-13D_07_03_13.JPG,2013-07-03,2013-01-23,46397.41114236849
UT01-13D_07_05_13.JPG,2013-07-05,2013-01-23,46985.94027951134
UT01-13D_07_28_13.JPG,2013-07-28,2013-01-23,53813.54158570779
UT01-13D_08_09_13.JPG,2013-08-09,2013-01-23,57358.498734372784
UT01-13D_09_23_13.JPG,2013-09-23,2013-01-23,70334.76314066544
UT01-14D_01_10_14.JPG,2014-01-10,2014-01-10,277.91073913043476
UT01-14D_01_11_14.JPG,2014-01-11,2014-01-10,561.4062703804348
UT01-14D_01_12_14.JPG,2014-01-12,2014-01-10,842.1057051630434
UT01-14D_01_13_14.JPG,2014-01-13,2014-01-10,1120.6199908773292
UT01-14D_01_14_14.JPG,2014-01-14,2014-01-10,1401.2514908773292
UT01-14D_01_15_14.JPG,2014-01-15,2014-01-10,1679.304615877329
UT01-14D_01_16_14.JPG,2014-01-16,2014-01-10,1951.4193527194343
UT01-14D_01_17_14.JPG,2014-01-17,2014-01-10,2231.9034777194342
UT01-14D_01_18_14.JPG,2014-01-18,2014-01-10,2514.6004777194344
UT01-14D_01_19_14.JPG,2014-01-19,2014-01-10,2795.1081733716082
UT01-14D_01_20_14.JPG,2014-01-20,2014-01-10,3075.7196019430367
UT01-14D_01_21_14.JPG,2014-01-21,2014-01-10,3353.5262686097035
UT01-14D_01_22_14.JPG,2014-01-22,2014-01-10,3618.88293527637
UT01-14D_01_23_14.JPG,2014-01-23,2014-01-10,3886.9934114668463
UT01-14D_01_24_14.JPG,2014-01-24,2014-01-10,4150.2813062036885
UT01-14D_01_25_14.JPG,2014-01-25,2014-01-10,4419.732258584641
UT01-14D_01_26_14.JPG,2014-01-26,2014-01-10,4695.192713130096
UT01-14D_01_27_14.JPG,2014-01-27,2014-01-10,4974.30604646343
UT01-14D_01_28_14.JPG,2014-01-28,2014-01-10,5240.33604646343
UT01-14D_01_29_14.JPG,2014-01-29,2014-01-10,5502.97979646343
UT01-14D_01_30_14.JPG,2014-01-30,2014-01-10,5767.763129796764
UT01-14D_01_31_14.JPG,2014-01-31,2014-01-10,6040.062713130097
UT01-14D_02_01_14.JPG,2014-02-01,2014-01-10,6316.996463130097
UT01-14D_02_02_14.JPG,2014-02-02,2014-01-10,6597.443546463431
UT01-14D_02_03_14.JPG,2014-02-03,2014-01-10,6875.490213130098
UT01-14D_02_04_14.JPG,2014-02-04,2014-01-10,7153.556463130098
UT01-14D_02_05_14.JPG,2014-02-05,2014-01-10,7433.468963130098
UT01-14D_02_06_14.JPG,2014-02-06,2014-01-10,7705.280213130098
UT01-14D_02_07_14.JPG,2014-02-07,2014-01-10,7977.6331297967645
UT01-14D_02_08_14.JPG,2014-02-08,2014-01-10,8252.907713130098
UT01-14D_02_09_14.JPG,2014-02-09,2014-01-10,8530.548129796765
UT01-14D_02_10_14.JPG,2014-02-10,2014-01-10,8805.903129796765
UT01-14D_02_11_14.JPG,2014-02-11,2014-01-10,9079.282296463432
UT01-14D_02_12_14.JPG,2014-02-12,2014-01-10,9353.081879796766
UT01-14D_02_13_14.JPG,2014-02-13,2014-01-10,9627.254796463432
UT01-14D_02_14_14.JPG,2014-02-14,2014-01-10,9903.796879796766
UT01-14D_02_15_14.JPG,2014-02-15,2014-01-10,10179.219796463432
UT01-14D_02_16_14.JPG,2014-02-16,2014-01-10,10455.093963130099
UT01-14D_02_17_14.JPG,2014-02-17,2014-01-10,10734.431046463433
UT01-14D_02_18_14.JPG,2014-02-18,2014-01-10,11016.283129796766
UT01-14D_02_19_14.JPG,2014-02-19,2014-01-10,11304.468963130099
UT01-14D_02_20_14.JPG,2014-02-20,2014-01-10,11593.322296463431
UT01-14D_02_21_14.JPG,2014-02-21,2014-01-10,11879.172296463432
UT01-14D_02_22_14.JPG,2014-02-22,2014-01-10,12160.212713130099
UT01-14D_02_23_14.JPG,2014-02-23,2014-01-10,12444.503129796765
UT01-14D_02_24_14.JPG,2014-02-24,2014-01-10,12725.300213130098
UT01-14D_02_25_14.JPG,2014-02-25,2014-01-10,13003.763176093062
UT01-14D_02_26_14.JPG,2014-02-26,2014-01-10,13279.141926093062
UT01-14D_02_27_14.JPG,2014-02-27,2014-01-10,13551.110259426396
UT01-14D_02_28_14.JPG,2014-02-28,2014-01-10,13825.614426093063
UT01-14D_03_01_14.JPG,2014-03-01,2014-01-10,14106.60484275973
UT01-14D_03_02_14.JPG,2014-03-02,2014-01-10,14392.801092759732
UT01-14D_03_03_14.JPG,2014-03-03,2014-01-10,14670.442759426398
UT01-14D_03_04_14.JPG,2014-03-04,2014-01-10,14941.066259426398
UT01-14D_03_05_14.JPG,2014-03-05,2014-01-10,15218.822168517307
UT01-14D_03_06_14.JPG,2014-03-06,2014-01-10,15498.683835183972
UT01-14D_03_07_14.JPG,2014-03-07,2014-01-10,15781.718835183972
UT01-14D_03_08_14.JPG,2014-03-08,2014-01-10,16065.393418517306
UT01-14D_03_09_14.JPG,2014-03-09,2014-01-10,16350.59175185064
UT01-14D_03_10_14.JPG,2014-03-10,2014-01-10,16634.84925185064
UT01-14D_03_11_14.JPG,2014-03-11,2014-01-10,16922.939668517305
UT01-14D_03_12_14.JPG,2014-03-12,2014-01-10,17213.277168517307
UT01-14D_03_13_14.JPG,2014-03-13,2014-01-10,17492.559668517308
UT01-14D_03_14_14.JPG,2014-03-14,2014-01-10,17771.85800185064
UT01-14D_03_15_14.JPG,2014-03-15,2014-01-10,18058.467168517305
UT01-14D_03_16_14.JPG,2014-03-16,2014-01-10,18341.64550185064
UT01-14D_03_17_14.JPG,2014-03-17,2014-01-10,18620.095085183973
UT01-14D_03_18_14.JPG,2014-03-18,2014-01-10,18900.32550185064
UT01-14D_03_19_14.JPG,2014-03-19,2014-01-10,19183.317168517304
UT01-14D_03_20_14.JPG,2014-03-20,2014-01-10,19466.907168517304
UT01-14D_03_21_14.JPG,2014-03-21,2014-01-10,19749.11508518397
UT01-14D_03_22_14.JPG,2014-03-22,2014-01-10,20036.724251850635
UT01-14D_03_23_14.JPG,2014-03-23,2014-01-10,20320.745085183968
UT01-14D_03_24_14.JPG,2014-03-24,2014-01-10,20599.1734185173
UT01-14D_03_25_14.JPG,2014-03-25,2014-01-10,20877.120085183968
UT01-14D_03_26_14.JPG,2014-03-26,2014-01-10,21151.342585183967
UT01-14D_03_27_14.JPG,2014-03-27,2014-01-10,21430.5921685173
UT01-14D_03_28_14.JPG,2014-03-28,2014-01-10,21718.34758518397
UT01-14D_03_29_14.JPG,2014-03-29,2014-01-10,22003.943001850635
UT01-14D_03_30_14.JPG,2014-03-30,2014-01-10,22284.6184185173
UT01-14D_03_31_14.JPG,2014-03-31,2014-01-10,22568.1959185173
UT01-14D_04_01_14.JPG,2014-04-01,2014-01-10,22857.6196685173
UT01-14D_04_02_14.JPG,2014-04-02,2014-01-10,23149.609668517303
UT01-14D_04_03_14.JPG,2014-04-03,2014-01-10,23443.430918517304
UT01-14D_04_05_14.JPG,2014-04-05,2014-01-10,24019.79800185064
UT01-14D_04_06_14.JPG,2014-04-06,2014-01-10,24304.59633518397
UT01-14D_04_07_14.JPG,2014-04-07,2014-01-10,24591.785085183972
UT01-14D_04_08_14.JPG,2014-04-08,2014-01-10,24877.605085183972
UT01-14D_04_09_14.JPG,2014-04-09,2014-01-10,25163.78300185064
UT01-14D_04_10_14.JPG,2014-04-10,2014-01-10,25450.281335183972
UT01-14D_04_11_14.JPG,2014-04-11,2014-01-10,25741.553418517306
UT01-14D_04_14_14.JPG,2014-04-14,2014-01-10,26622.088418517305
UT01-14D_04_15_14.JPG,2014-04-15,2014-01-10,26905.43978215367
UT01-14D_04_16_14.JPG,2014-04-16,2014-01-10,27183.981865487003
UT01-14D_04_17_14.JPG,2014-04-17,2014-01-10,27467.258948820338
UT01-14D_04_18_14.JPG,2014-04-18,2014-01-10,27753.11228215367
UT01-14D_04_19_14.JPG,2014-04-19,2014-01-10,28040.841865487004
UT01-14D_04_21_14.JPG,2014-04-21,2014-01-10,28619.48861373875
UT01-14D_04_22_14.JPG,2014-04-22,2014-01-10,28910.554447072085
UT01-14D_04_23_14.JPG,2014-04-23,2014-01-10,29199.334447072084
UT01-14D_04_24_14.JPG,2014-04-24,2014-01-10,29487.801947072083
UT01-14D_04_29_14.JPG,2014-04-29,2014-01-10,30947.85992326256
UT01-14D_05_18_14.JPG,2014-05-18,2014-01-10,35339.99301688892
UT01-14D_06_14_14.JPG,2014-06-14,2014-01-10,43315.55557688481
UT01-15D_01_02_2016.JPG,2016-01-02,2015-04-07,57429.107638756876
UT01-15D_01_09_2016.JPG,2016-01-09,2015-04-07,59360.846944312434
UT01-15D_01_16_2016.JPG,2016-01-16,2015-04-07,61283.99013245944
UT01-15D_01_24_2016.JPG,2016-01-24,2015-04-07,63446.88962415157
UT01-15D_01_30_2016.JPG,2016-01-30,2015-04-07,65100.66489887684
UT01-15D_02_06_2016.JPG,2016-02-06,2015-04-07,67077.4489607816
UT01-15D_02_13_2016.JPG,2016-02-13,2015-04-07,68985.75055088922
UT01-15D_02_20_2016.JPG,2016-02-20,2015-04-07,70922.5350281343
UT01-15D_02_28_2016.JPG,2016-02-28,2015-04-07,73172.39442280305
UT01-15D_03_05_2016.JPG,2016-03-05,2015-04-07,74851.34681291293
UT01-15D_03_12_2016.JPG,2016-03-12,2015-04-07,76868.12351804115
UT01-15D_03_19_2016.JPG,2016-03-19,2015-04-07,78888.17803401858
UT01-15D_04_02_2016.JPG,2016-04-02,2015-04-07,82890.05627342602
UT01-15D_04_07_2015.JPG,2015-04-07,2015-04-07,0.0
UT01-15D_04_08_2015.JPG,2015-04-08,2015-04-07,0.0
UT01-15D_04_09_2015.JPG,2015-04-09,2015-04-07,0.0
UT01-15D_04_10_2015.JPG,2015-04-10,2015-04-07,0.0
UT01-15D_04_11_2015.JPG,2015-04-11,2015-04-07,0.0
UT01-15D_04_12_2015.JPG,2015-04-12,2015-04-07,0.0
UT01-15D_04_13_2015.JPG,2015-04-13,2015-04-07,0.0
UT01-15D_04_14_2015.JPG,2015-04-14,2015-04-07,0.0
UT01-15D_04_15-2015.JPG,2015-04-15,2015-04-07,0.0
UT01-15D_04_16_2015.JPG,2015-04-16,2015-04-07,0.0
UT01-15D_04_16_2016.JPG,2016-04-16,2015-04-07,86880.31916393287
UT01-15D_04_17_2015.JPG,2015-04-17,2015-04-07,0.0
UT01-15D_04_18_2015.JPG,2015-04-18,2015-04-07,0.0
UT01-15D_04_19_2015.JPG,2015-04-19,2015-04-07,0.0
UT01-15D_04_20_2015.JPG,2015-04-20,2015-04-07,0.0
ut01-15d_04_21_2015.JPG,2015-04-21,2015-04-07,0.0
UT01-15D_04_22_2015.JPG,2015-04-22,2015-04-07,0.0
ut01-15d_04_23_2015.JPG,2015-04-23,2015-04-07,0.0
UT01-15D_04_24_2015.JPG,2015-04-24,2015-04-07,0.0
UT01-15D_04_25_2015.JPG,2015-04-25,2015-04-07,0.0
UT01-15D_04_26_2015.JPG,2015-04-26,2015-04-07,0.0
UT01-15D_04_27_2015.JPG,2015-04-27,2015-04-07,0.0
UT01-15D_04_28_2015.JPG,2015-04-28,2015-04-07,0.0
UT01-15D_04_29_2015.JPG,2015-04-29,2015-04-07,0.0
UT01-15D_04_30_2015.JPG,2015-04-30,2015-04-07,0.0
UT01-15D_04_30_2016.JPG,2016-04-30,2015-04-07,90970.77394906942
UT01-15D_05_01_2015.JPG,2015-05-01,2015-04-07,0.0
UT01-15D_05_02_2015.JPG,2015-05-02,2015-04-07,0.0
UT01-15D_05_03_2015.JPG,2015-05-03,2015-04-07,0.0
UT01-15D_05_04_2015.JPG,2015-05-04,2015-04-07,0.0
UT01-15D_05_05_2015.JPG,2015-05-05,2015-04-07,0.0
UT01-15D_05_06_2015.JPG,2015-05-06,2015-04-07,0.0
UT01-15D_05_07_2015.JPG,2015-05-07,2015-04-07,0.0
UT01-15D_05_08_2015.JPG,2015-05-08,2015-04-07,0.0
UT01-15D_05_09_2015.JPG,2015-05-09,2015-04-07,0.0
UT01-15D_05_10_2015.JPG,2015-05-10,2015-04-07,0.0
UT01-15D_05_11_2015.JPG,2015-05-11,2015-04-07,0.0
UT01-15D_05_12_2015.JPG,2015-05-12,2015-04-07,0.0
UT01-15D_05_13_2015.JPG,2015-05-13,2015-04-07,0.0
UT01-15D_05_14_2015.JPG,2015-05-14,2015-04-07,0.0
UT01-15D_05_15_2015.JPG,2015-05-15,2015-04-07,0.0
UT01-15D_05_15_2016.JPG,2016-05-15,2015-04-07,95334.87258314503
UT01-15D_05_16_2015.JPG,2015-05-16,2015-04-07,0.0
UT01-15D_05_17_2015.JPG,2015-05-17,2015-04-07,0.0
UT01-15D_05_18_2015.JPG,2015-05-18,2015-04-07,0.0
UT01-15D_05_19_2015.JPG,2015-05-19,2015-04-07,0.0
UT01-15D_05_20_2015.JPG,2015-05-20,2015-04-07,0.0
UT01-15D_05_21_2015.JPG,2015-05-21,2015-04-07,0.0
UT01-15D_05_22_2015.JPG,2015-05-22,2015-04-07,0.0
UT01-15D_05_23_2015.JPG,2015-05-23,2015-04-07,0.0
UT01-15D_05_24_2015.JPG,2015-05-24,2015-04-07,0.0
UT01-15D_05_25_2015.JPG,2015-05-25,2015-04-07,0.0
UT01-15D_05_26_2015.JPG,2015-05-26,2015-04-07,0.0
UT01-15D_05_27_2015.JPG,2015-05-27,2015-04-07,0.0
UT01-15D_05_28_2015.JPG,2015-05-28,2015-04-07,0.0
UT01-15D_05_29_2015.JPG,2015-05-29,2015-04-07,0.0
UT01-15D_05_29_2016.JPG,2016-05-29,2015-04-07,99430.8368860551
UT01-15D_05_30_2015.JPG,2015-05-30,2015-04-07,0.0
UT01-15D_05_31_2015.JPG,2015-05-31,2015-04-07,0.0
UT01-15D_06_01_2015.JPG,2015-06-01,2015-04-07,0.0
UT01-15D_06_02_2015.JPG,2015-06-02,2015-04-07,0.0
UT01-15D_06_03_2015.JPG,2015-06-03,2015-04-07,0.0
UT01-15D_06_04_2015.JPG,2015-06-04,2015-04-07,0.0
UT01-15D_06_05_2015.JPG,2015-06-05,2015-04-07,0.0
UT01-15D_06_06_2015.JPG,2015-06-06,2015-04-07,0.0
UT01-15D_06_07_2015.JPG,2015-06-07,2015-04-07,0.0
UT01-15D_06_08_2015.JPG,2015-06-08,2015-04-07,0.0
UT01-15D_06_09_2015.JPG,2015-06-09,2015-04-07,0.0
UT01-15D_06_10_2015.JPG,2015-06-10,2015-04-07,0.0
UT01-15D_06_11_2015.JPG,2015-06-11,2015-04-07,0.0
UT01-15D_06_12_2015.JPG,2015-06-12,2015-04-07,299.7645
UT01-15D_06_12_2016.JPG,2016-06-12,2015-04-07,103579.22812103045
UT01-15D_06_13_2015.JPG,2015-06-13,2015-04-07,597.8755
UT01-15D_06_14_2015.JPG,2015-06-14,2015-04-07,894.639
UT01-15D_06_15_2015.JPG,2015-06-15,2015-04-07,1192.603
UT01-15D_06_16_2015.JPG,2015-06-16,2015-04-07,1192.603
UT01-15D_06_17_2015.JPG,2015-06-17,2015-04-07,1192.603
UT01-15D_06_18_2015.JPG,2015-06-18,2015-04-07,1192.603
UT01-15D_06_19_2015.JPG,2015-06-19,2015-04-07,1489.6100000000001
UT01-15D_06_20_2015.JPG,2015-06-20,2015-04-07,1789.179
UT01-15D_06_21_2015.JPG,2015-06-21,2015-04-07,1789.179
UT01-15D_06_22_2015.JPG,2015-06-22,2015-04-07,2089.083
UT01-15D_06_23_2015.JPG,2015-06-23,2015-04-07,2089.083
UT01-15D_06_24_2015.JPG,2015-06-24,2015-04-07,2389.405
UT01-15D_06_25_2015.JPG,2015-06-25,2015-04-07,2689.972153846154
UT01-15D_06_26_2015.JPG,2015-06-26,2015-04-07,2990.789653846154
UT01-15D_06_26_2016.JPG,2016-06-26,2015-04-07,107768.07748769711
UT01-15D_06_27_2015.JPG,2015-06-27,2015-04-07,3286.6951083916088
UT01-15D_06_28_2015.JPG,2015-06-28,2015-04-07,3581.2911953481303
UT01-15D_06_29_2015.JPG,2015-06-29,2015-04-07,3875.655977956826
UT01-15D_07_01_2015.JPG,2015-07-01,2015-04-07,4465.631829808677
UT01-15D_07_02_2015.JPG,2015-07-02,2015-04-07,4759.872152389322
UT01-15D_07_03_2015.JPG,2015-07-03,2015-04-07,5055.4184857226555
UT01-15D_07_04_2015.JPG,2015-07-04,2015-04-07,5351.086633870804
UT01-15D_07_05_2015.JPG,2015-07-05,2015-04-07,5646.057088416258
UT01-15D_07_06_2015.JPG,2015-07-06,2015-04-07,5942.433755082925
UT01-15D_07_07_2015.JPG,2015-07-07,2015-04-07,6240.875005082925
UT01-15D_07_08_2015.JPG,2015-07-08,2015-04-07,6539.853805082925
UT01-15D_07_09_2015.JPG,2015-07-09,2015-04-07,6840.120471749591
UT01-15D_07_10_2015.JPG,2015-07-10,2015-04-07,7140.420471749591
UT01-15D_07_11_2015.JPG,2015-07-11,2015-04-07,7440.036625595745
UT01-15D_07_12_2015.JPG,2015-07-12,2015-04-07,7736.998933288053
UT01-15D_07_13_2015.JPG,2015-07-13,2015-04-07,8036.428219002339
UT01-15D_07_14_2015.JPG,2015-07-14,2015-04-07,8332.720406502338
UT01-15D_07_15_2015.JPG,2015-07-15,2015-04-07,8629.408620788052
UT01-15D_07_16_2015.JPG,2015-07-16,2015-04-07,8926.980704121384
UT01-15D_07_17_2015.JPG,2015-07-17,2015-04-07,9226.119104121384
UT01-15D_07_18_2015.JPG,2015-07-18,2015-04-07,9525.866411813691
UT01-15D_07_19_2015.JPG,2015-07-19,2015-04-07,9825.534328480358
UT01-15D_07_20_2015.JPG,2015-07-20,2015-04-07,10124.802661813692
UT01-15D_07_21_2015.JPG,2015-07-21,2015-04-07,10423.541123352154
UT01-15D_07_22_2015.JPG,2015-07-22,2015-04-07,10722.570706685487
UT01-15D_07_24_2015.JPG,2015-07-24,2015-04-07,11316.97411517355
UT01-15D_07_25_2015.JPG,2015-07-25,2015-04-07,11615.715781840217
UT01-15D_07_26_2015.JPG,2015-07-26,2015-04-07,11914.655781840218
UT01-15D_07_27_2015.JPG,2015-07-27,2015-04-07,12214.785365173551
